@*****sred, 70358, $500, Fashion & Style, 17/05/2019
@****mae_, 521334, $6500, Fashion & Style, 17/05/2019
@*******eathen, 86599, $200, Quotes & Text, 15/05/2019
@********tavian30, 20481, $325, Fashion & Style, 15/05/2019
@***ggz, 15787, $130, Travel & Nature, 15/05/2019
@******abezz, 40205, $500, Fashion & Style, 15/05/2019
@*******.style, 29621, $180, Fashion & Style, 15/05/2019
@**********gadictors, 10101, $101, Travel & Nature, 15/05/2019
@*****ylez, 15865, $100, Fashion & Style, 15/05/2019
@*******agonfly, 10263, $350, Health & Beauty, 15/05/2019
@*********abesvogue, 132923, $2500, Fashion & Style, 15/05/2019
@********t.lover, 10831, $120, Pets & Animals, 15/05/2019
@*********s.clubig, 10238, $125, Pets & Animals, 15/05/2019
@********t_lovers, 11326, $140, Pets & Animals, 15/05/2019
@*******travels, 8967, $100, Travel & Nature, 15/05/2019
@*******million, 11190, $110, Gaming & Entertainment, 15/05/2019
@************out_official, 56173, $460, Blog & Lifestyle, 13/05/2019
@*****er_v1, 14205, $125, Blog & Lifestyle, 13/05/2019
@********op_girls, 24731, $220, Blog & Lifestyle, 12/09/2019
@*******fersonn, 22540, $670, Blog & Lifestyle, 30/08/2019
@********hfashion, 6667, $120, Fashion & Style, 13/05/2019
@******d0nes, 10948, $300, Quotes & Text, 30/05/2019
@*****in.x, 140067, $500, Fitness & Sports, 13/05/2019
@******isney, 63586, $630, Movies TV & Fanpages, 11/05/2019
@*******updates, 110522, $556, Food & Nutrition, 10/05/2019
@*******amkenya, 70476, $1000, Gaming & Entertainment, 10/05/2019
@********cluster, 11958, $140, Educational & QA, 09/05/2019
@*******e_jetes, 107495, $2000, Luxury & Motivation, 09/05/2019
@**********s.official, 47548, $4444, Business & Brand, 08/05/2019
@*******ni.exe, 11920, $100, Business & Brand, 07/05/2019
@***********_style_2019, 10326, $100, Fashion & Style, 07/05/2019
@****berk, 42434, $750, Blog & Lifestyle, 07/05/2019
@********eninetyz, 11940, $250, Fashion & Style, 07/05/2019
@*****ronze, 10101, $100, Business & Brand, 05/05/2019
@*********lsiseasy, 6714, $180, Luxury & Motivation, 05/05/2019
@******ils_ig, 134960, $450, Fitness & Sports, 30/05/2019
@*******rtclips, 23687, $350, Gaming & Entertainment, 05/05/2019
@*****kimo, 7205, $175, Pets & Animals, 05/05/2019
@*****hila, 11689, $100, Pets & Animals, 05/05/2019
@*****cats1, 9866, $160, Pets & Animals, 05/05/2019
@******day_2, 20915, $150, Pets & Animals, 05/05/2019
@*******addiez, 111031, $900, Fitness & Sports, 03/05/2019
@******atil93, 5044, $101, Fashion & Style, 03/05/2019
@*****gyal, 191429, $4000, Fashion & Style, 03/05/2019
@****bity, 16663, $150, Humor & Memes, 03/05/2019
@****s.mt, 10042, $300, Fitness & Sports, 12/09/2019
@************tographers_, 5513, $100, Travel & Nature, 01/05/2019
@*******eprince, 23233, $500, Blog & Lifestyle, 01/05/2019
@****fit, 11524, $100, Fitness & Sports, 09/05/2019
@*******.exist, 10555, $200, Fashion & Style, 29/04/2019
@*********staguns1, 10046, $200, Blog & Lifestyle, 28/04/2019
@*****d.lo, 27718, $200, Movies TV & Fanpages, 28/04/2019
@******te.ofc, 15318, $150, Fashion & Style, 24/05/2019
@********nalslife, 51554, $550, Movies TV & Fanpages, 25/04/2019
@*******worthy, 19505, $150, Travel & Nature, 25/04/2019
@****osss, 28335, $175, Fashion & Style, 25/04/2019
@****inme, 10704, $200, Humor & Memes, 25/04/2019
@********travels, 10323, $100, Travel & Nature, 25/04/2019
@******pakad, 15810, $100, Blog & Lifestyle, 01/05/2019
@*******nxbike, 6249, $100, Fitness & Sports, 29/04/2019
@****ohit, 35899, $100, Cars & Bikes, 01/05/2019
@*****tores, 5667, $100, Business & Brand, 22/04/2019
@******eastie, 5463, $100, Cars & Bikes, 22/04/2019
@*******ya_one, 33512, $175, Fashion & Style, 01/08/2019
@*******rateful, 8865, $110, Movies TV & Fanpages, 22/04/2019
@********_girl25, 16743, $100, Fitness & Sports, 19/04/2019
@********_babies, 5047, $100, Blog & Lifestyle, 19/04/2019
@******lz.usa, 176371, $1000, Fashion & Style, 02/09/2019
@*****banz, 189144, $1000, Fashion & Style, 02/09/2019
@****awez, 11876, $150, Fashion & Style, 18/04/2019
@******ialxtc, 11477, $225, Business & Brand, 18/04/2019
@******ste18, 27680, $100, Fitness & Sports, 18/04/2019
@*********rl_ever03, 14631, $275, Fashion & Style, 17/04/2019
@**************ore.traveling, 5187, $100, Travel & Nature, 17/04/2019
@******ts24.7, 10750, $150, Pets & Animals, 17/04/2019
@*****s24.7, 7198, $100, Movies TV & Fanpages, 17/04/2019
@*******p.beats, 50411, $700, Gaming & Entertainment, 17/04/2019
@*********stermind, 5689, $100, Luxury & Motivation, 15/04/2019
@*******crunchy, 35666, $720, Reviews & Tutorials, 15/04/2019
@****ugis, 7028, $2000, Travel & Nature, 15/04/2019
@**ot, 7689, $3400, Fashion & Style, 01/05/2019
@********rs_meme_, 65442, $520, Gaming & Entertainment, 01/05/2019
@**********alfanpage, 11929, $100, Movies TV & Fanpages, 15/04/2019
@********g_lover, 38133, $380, Pets & Animals, 12/04/2019
@*********tavasoli, 23936, $230, Fitness & Sports, 12/04/2019
@******orld11, 12767, $150, City & Country, 12/04/2019
@****y_yy, 12221, $120, Blog & Lifestyle, 09/04/2019
@*********re.suite, 5392, $100, Luxury & Motivation, 08/04/2019
@*****hoex, 12975, $300, Blog & Lifestyle, 08/04/2019
@********utekids, 29047, $350, Fashion & Style, 06/04/2019
@**********cessories, 9910, $1000, Fashion & Style, 06/04/2019
@********utekids, 29047, $350, Fashion & Style, 15/04/2019
@******ud.sl, 6261, $100, Movies TV & Fanpages, 04/04/2019
@*****ejrs2, 6116, $100, Fitness & Sports, 04/04/2019
@*****it59, 20345, $220, Fitness & Sports, 15/04/2019
@*********eyonline, 58638, $450, Travel & Nature, 31/03/2019
@****urce, 234525, $1900, Movies TV & Fanpages, 30/03/2019
@*******dclouds, 14999, $135, Humor & Memes, 27/03/2019
@*******ospect, 218656, $2000, Food & Nutrition, 27/03/2019
@********rsreport, 60620, $150, Cars & Bikes, 25/03/2019
@******iiii_, 8913, $300, Blog & Lifestyle, 15/04/2019
@*****l_dx, 17081, $450, Travel & Nature, 21/03/2019
@******urtesy, 6149, $325, Fashion & Style, 21/03/2019
@*********r_dreams_, 15575, $375, Travel & Nature, 21/03/2019
@*********fficial_, 16787, $375, Travel & Nature, 21/03/2019
@*******svirgin, 71825, $750, Cars & Bikes, 21/03/2019
@**********stravel__, 7886, $195, Travel & Nature, 21/03/2019
@***o3, 5377, $175, Travel & Nature, 21/03/2019
@********ezeytoon, 14209, $100, Food & Nutrition, 18/03/2019
@*****iral, 44131, $150, Humor & Memes, 26/02/2019
@****orps, 63440, $160, Movies TV & Fanpages, 05/02/2019
@****mot_, 18954, $180, Gaming & Entertainment, 05/02/2019
@*****t_tun, 10319, $120, Art & Design, 05/02/2019
@*******th.you, 121137, $900, Fitness & Sports, 11/09/2019
@********.womens, 100386, $750, Fitness & Sports, 11/09/2019
@***ity, 36531, $270, Fitness & Sports, 11/09/2019
